id,name,mainFood,subFood,skill,taste,difficulty,time
713,萝卜干煎蛋,"[胡萝卜,鸡蛋]","[盐,辣椒粉,花生油,大蒜]",煎,香辣味,初级入门,15
714,腌萝卜,[胡萝卜],"[酱油,醋,盐,白糖,蜂蜜,辣椒]",腌,酸甜味,未知,15
715,盐焗鸡,"[鸡肉,盐]","[生姜,小葱,料酒,花椒,香叶,八角,酱油,花生油,胡椒粉]",焗,葱香味,未知,60
716,凉拌海蜇丝,[海蜇],"[酱油,花生油,黑木耳,黄瓜,大蒜,白糖,小葱,香菜,辣椒,辣椒油,醋]",拌,咸鲜味,初级入门,15
717,洋葱青椒绿豆芽,"[洋葱,青椒,绿豆芽]","[花生油,盐,花椒,醋]",炒,家常味,新手尝试,5
718,电饭煲腊味煲仔饭,"[腊肉,大米]","[花生油,菜心,盐,酱油,料酒,蚝油,大葱,生姜,大蒜,辣椒]",煲,酱香味,初级入门,30
719,五味脯汤,"[豆腐,金针菇]","[大葱,陈皮,花椒,豆豉,盐,鸡精]",炖,咸鲜味,未知,60
720,鱼香火腿茄子条,"[茄子,火腿]","[花生油,盐,酱油,醋,白糖,蚝油,大蒜,辣椒,小麦面粉]",炒,鱼香味,中级掌勺,30
721,菠菜拌粉丝,"[菠菜,粉丝]","[干辣椒,虾皮,盐,醋,大蒜,酱油,白糖,大葱,花生油]",拌,酸辣味,初级入门,10
722,红烧肉闷芋头,"[猪肉,芋头]","[盐,醋,冰糖,丁香,花椒,八角,香叶,草果,桂皮,山楂,生姜,酱油]",煮,家常味,新手尝试,30
723,冬至素三鲜水饺,"[韭菜,鸡蛋,虾皮,小麦面粉]","[盐,鸡精,花生油]",煮,家常味,未知,10
724,苹果鸡翅,"[鸡翅,苹果]","[盐,生姜,酱油,番茄酱,花生油,白糖,醋]",烧,酸甜味,初中水平,30
725,鲅鱼炖豆腐,"[鲅鱼,豆腐]","[花生油,蚝油,白菜,洋葱,柠檬,大蒜,酱油,料酒,盐]",炖,咸鲜味,未知,10
726,干锅花菜,[花菜],"[花生油,猪肉,盐,干辣椒,花椒,小葱,大蒜,豆瓣酱,酱油,蚝油,白糖]",炒,香辣味,初级入门,5
727,鸡肉蒸荷包蛋,"[鸡蛋,鸡肉]","[花生油,盐,酱油,生姜,小葱]",蒸,咸鲜味,初中水平,10
728,素炒西红柿,[西红柿],"[花生油,卷心菜,盐,味精,白糖,大葱]",炒,家常味,初级入门,10
729,洋芋花,[土豆],"[花生油,酱油,孜然,辣椒粉,花椒,盐,大蒜,香菜]",炒,家常味,新手尝试,5
730,羊排炖白菜,"[羊肉,白菜]","[花生油,粉条,盐,香叶,胡椒粉,椒盐,料酒,大葱,香菜,干辣椒,花椒]",炖,其它口味,未知,90
731,五花肉葱油拌面,"[小葱,面条,猪肉]","[豆腐,花生油,酱油,盐,鸡精]",烧,咸鲜味,初级入门,10
732,豉香芋头蒸排骨,"[排骨,芋头,豆豉]","[盐,鸡精,生姜,大蒜,酱油,小麦面粉]",蒸,咸鲜味,初中水平,30
733,爆炒腰花,[猪腰],"[花生油,醋,生姜,辣椒,淀粉,白糖,盐,料酒,鸡精,大葱,大蒜]",炒,香辣味,未知,15
734,生菜拌鸡蛋,"[鸡蛋,生菜]","[大蒜,辣椒,芝麻,酱油,醋,盐,花生油]",炒,家常味,未知,10
735,锅包肉,[猪肉],"[黄瓜,醋,大葱,生姜,料酒,大蒜,酱油,淀粉,白糖,盐,花生油]",炸,酸甜味,初中水平,5
736,鱼香肉丝,"[猪肉,黑木耳,胡萝卜]","[白糖,泡椒,花生油,盐,生姜,大葱,大蒜,蚝油,鸡精,醋,酱油,料酒,淀粉]",炒,鱼香味,初级入门,10
737,麻辣水煮鱼,[草鱼],"[盐,黄豆芽,干辣椒,花椒,花生油,生姜,大蒜,大葱,淀粉,料酒,胡椒粉,辣椒粉,香菜]",煮,麻辣味,初中水平,30
738,酱爆蒜香牛肚,"[牛肚,蒜苗]","[料酒,豆瓣酱,盐,白糖,酱油,花生油,生姜]",炒,酱香味,新手尝试,5
739,芋头烧鸭腿,"[芋头,鸭腿]","[花生油,盐,酱油,醋,冰糖,八角,山楂,生姜,小葱]",炖,家常味,新手尝试,30
740,豆瓣鲳鱼,[鲳鱼],"[花生油,豆瓣酱,盐,白糖,味精,料酒,大葱,生姜,大蒜,醋,酱油]",烧,家常味,初级入门,15
741,苦瓜炒牛肉,"[苦瓜,牛肉]","[花生油,盐,大蒜,生姜,胡椒粉,淀粉,酱油,料酒]",炒,苦香味,初中水平,10
742,糖醋小白菜,[小白菜],"[花生油,盐,味精,白糖,酱油,醋,生姜,辣椒,淀粉]",炒,酸甜味,初级入门,15
743,紫甘蓝炒西兰花,"[紫甘蓝,西兰花]","[盐,蚝油,花生油,鸡精]",炒,家常味,初级入门,15
744,豆芽拌芹菜,"[水芹菜,黄豆芽]","[盐,鸡精,生姜,花生油]",拌,家常味,未知,15
745,香酥牛肉松,[牛肉],"[盐,大葱,生姜,酱油,芝麻,花生油,白糖]",其它工艺,咸鲜味,初中水平,2
746,猪血豆腐菜心,"[豆腐,猪血,菜心]","[花生油,盐,大葱,干辣椒,大蒜]",煮,家常味,未知,10
747,黄瓜拌莴笋干,"[黄瓜,莴笋]","[盐,白糖,鸡精,酱油,蚝油,醋,花生油,辣椒油]",拌,咸鲜味,未知,15
748,酸菜炖粉丝,"[粉丝,酸菜]","[花生油,猪肉,盐,酱油,味精,大葱,生姜]",炖,家常味,初级入门,15
749,八宝豆腐箱,"[豆腐,牛肉,豌豆,杏鲍菇,胡萝卜,土豆,西兰花]","[大葱,大蒜,生姜,盐,酱油,蚝油,淀粉,枸杞子,花生油]",烧,家常味,初级入门,10
750,干锅鸭,[鸭肉],"[花生油,豆腐干,盐,生姜,辣椒,八角,花椒,香叶]",炒,香辣味,中级掌勺,60
751,煎胡萝卜酿肉,"[胡萝卜,猪肉]","[盐,小麦面粉,花生油,酱油,大葱]",煎,葱香味,初级入门,15
752,油豆角焖排骨,"[排骨,扁豆]","[干辣椒,八角,香叶,生姜,小葱,冰糖,酱油,椒盐,鸡精,花生油,料酒]",焖,咸鲜味,初中水平,60
753,韭菜鸡蛋水饺,"[小麦面粉,韭菜,鸡蛋]","[花生油,粉条,盐,鸡精]",煮,家常味,初级入门,60
754,白萝卜酿肉,"[白萝卜,猪肉]","[花生油,淀粉,枸杞子,小葱,酱油,料酒,蚝油,胡椒粉,盐]",蒸,家常味,初级入门,30
755,猪肉芹菜水饺,"[芹菜,猪肉,小麦面粉]","[花生油,盐,酱油,小葱,生姜,鸡精,料酒,五香粉]",煮,家常味,初级入门,30
756,牛肉炖萝卜土豆,"[牛肉,白萝卜,胡萝卜,土豆]","[花生油,大葱,生姜,八角,香菜,盐,鸡精,酱油,料酒]",炖,家常味,初级入门,30
757,水煮牛肉,[牛肉],"[花椒,花生油,生菜,料酒,盐,豆瓣酱,生姜,大葱,鸡精,白糖,大蒜,香菜,淀粉,胡椒粉]",煮,香辣味,厨神级,15
758,凉拌黄豆芽,[黄豆芽],"[花生油,盐,鸡精,酱油,白糖,小葱]",炒,家常味,新手尝试,10
759,自制肉丸冬瓜汤,"[猪肉,冬瓜]","[小葱,鸡蛋,生姜,枸杞子,酱油,盐,白糖,小麦面粉,花生油]",煮,家常味,初中水平,15
760,豆芽炒粉条,"[粉条,黄豆芽]","[花生油,盐,蚝油,酱油,青椒,生姜]",炒,咸鲜味,初级入门,10
761,油焖大虾,[虾],"[花生油,盐,蚝油,大葱,大蒜,生姜,白糖,料酒,八角,桂皮,花椒]",焖,家常味,初级入门,15
762,牛肉炖萝卜,"[牛肉,胡萝卜]","[花生油,盐,酱油,大葱,大蒜,生姜,八角,味精]",炖,家常味,未知,2
763,红烧鱼籽,[鱼籽],"[生姜,大葱,料酒,酱油,花椒,干辣椒,花生油,盐,淀粉]",烧,咸鲜味,初级入门,15
764,西红柿炒鸡蛋,"[西红柿,鸡蛋]","[花生油,盐,白糖,料酒,大蒜,大葱]",炒,酸甜味,初级入门,5
765,香辣羊肉,[羊肉],"[花生油,干辣椒,花椒,酱油,蚝油,料酒,白糖,大葱,盐,桂皮,香叶,生姜]",煮,香辣味,未知,90
766,红烧鸡骨架,[鸡肉],"[花生油,盐,料酒,酱油,大蒜,大葱,五香粉]",煮,咸鲜味,未知,30
767,番茄炒花菜,"[花菜,西红柿]","[花生油,白糖,盐,大蒜]",炒,酸甜味,未知,15
768,鱼香肉丝,"[猪肉,黑木耳,胡萝卜]","[白糖,盐,醋,酱油,蚝油,鸡精,料酒,大葱,生姜,大蒜,花生油,淀粉]",炒,酸甜味,初级入门,30
769,凉拌蒜香藤菜,"[木耳菜,大蒜]","[花生油,蚝油,盐,辣椒油,醋,酱油]",拌,蒜香味,初中水平,15
770,牛肉莲藕芹菜饺子,"[牛肉,芹菜,莲藕,小麦面粉]","[大葱,猪肉,大蒜,生姜,盐,酱油,蚝油,鸡精,胡椒粉]",蒸,家常味,初级入门,15
771,清蒸武昌鱼,[武昌鱼],"[花生油,大蒜,生姜,大葱,料酒,盐,酱油,醋,白糖,辣椒]",蒸,咸鲜味,中级掌勺,30
772,凉拌空心菜叶,[空心菜],"[盐,白糖,酱油,醋,辣椒,花生油,大蒜,干辣椒]",拌,家常味,新手尝试,5
773,蒜泥白肉,"[猪肉,大蒜]","[大葱,生姜,花生油,盐,酱油,蚝油]",煮,蒜香味,初级入门,10
774,圆椒炒鸡蛋,"[青椒,鸡蛋]","[大蒜,胡萝卜,花生油,盐,胡椒粉,生姜,酱油]",炒,家常味,未知,5
775,红烧鲫鱼,[鲫鱼],"[辣椒,白糖,胡椒粉,大葱,大蒜,蚝油,生姜,盐,鸡精,白糖,酱油,豆瓣酱,料酒]",烧,香辣味,未知,30
776,肉皮肉圆汤,"[猪皮,猪肉,火腿,香肠,排骨,鹌鹑蛋]","[大葱,豆腐,菜心,生姜,料酒,盐]",煮,咸鲜味,初级入门,30
777,宫保鸡丁,"[鸡肉,花生,黄瓜]","[花生油,大葱,生姜,花椒,盐,醋,白糖,料酒,淀粉,干辣椒]",炒,酸甜味,初中水平,30
778,酸菜鱼,"[草鱼,酸菜]","[大葱,花生油,料酒,生姜,大蒜,盐,花椒,淀粉,干辣椒,辣椒,胡椒粉]",烧,家常味,初中水平,15
779,蓑衣黄瓜,[黄瓜],"[大蒜,酱油,醋,盐,白糖,辣椒,花生,花生油]",腌,酸味,初级入门,5
780,鸡肉胡萝卜豌豆菠萝炒饭,"[鸡肉,菠萝,大米,胡萝卜,豌豆]","[料酒,胡椒粉,大葱,盐,花生油]",炒,酸甜味,未知,30
781,酱油炒鸡蛋,"[鸡蛋,酱油]","[花生油,盐,料酒,白糖,淀粉]",炒,咸鲜味,初级入门,5
782,蕨菜炒瘦肉,"[蕨菜,猪肉]","[盐,花生油,酱油,大蒜,辣椒]",炒,家常味,初级入门,5
783,辣椒炒鸡蛋,"[青椒,鸡蛋]","[花生油,酱油,盐,白糖,小葱]",炒,家常味,未知,10
784,剁椒藕丝,"[莲藕,辣椒]","[花生油,盐,鸡精,小葱]",炒,香辣味,初级入门,10
785,饺子皮咸蛋黄烧麦,"[咸鸭蛋,糯米,小麦面粉]","[盐,香菇,胡萝卜,玉米,腊肉,白糖,蚝油,酱油,花生油]",蒸,家常味,新手尝试,60
786,家常四季豆炒肉,"[四季豆,猪肉]","[花生油,盐,辣椒酱,辣椒油,红薯]",炒,咸鲜味,初级入门,10
787,麻油手撕鸡肉,[鸡肉],"[花生油,盐,辣椒,小葱,生姜,陈皮]",拌,麻辣味,中级掌勺,10
788,胡萝卜炒肉,"[猪肉,胡萝卜]","[大蒜,青椒,小葱,蚝油,酱油,料酒,五香粉,淀粉,醋,盐]",炒,咸鲜味,未知,15
789,火腿肉炒豆角末,"[扁豆,火腿]","[盐,辣椒,大蒜,蚝油,花生油]",炒,家常味,初中水平,5
790,脆炒莲藕,[莲藕],"[花生油,盐,酱油,辣椒,大葱,大蒜]",炒,咸鲜味,初级入门,10
791,清炒豆芽,[黄豆芽],"[花生油,大蒜,大葱,盐,蚝油,鸡精]",炒,咸鲜味,未知,5
792,韭黄炒鸡蛋,"[韭黄,鸡蛋]","[花生油,盐,酱油]",炒,家常味,初级入门,10
793,冰糖炖雪梨,"[香梨,冰糖]",[枸杞子],炖,甜味,新手尝试,60
794,韭菜炒鸡蛋,"[韭菜,鸡蛋]","[花生油,小葱,盐,鸡精]",炒,家常味,未知,5
795,凉拌黄瓜,[黄瓜],"[洋葱,辣椒油,黑木耳,酱油,醋,白糖,盐,辣椒,大蒜]",拌,咸鲜味,初级入门,10
796,酸菜鱼,"[草鱼,酸菜]","[花生油,盐,香菜,辣椒,生姜,白糖,大蒜,料酒,胡椒粉,淀粉,花椒,大葱,干辣椒]",烧,酸辣味,初级入门,10
797,茶叶蛋,"[鸡蛋,茶叶]","[八角,桂皮,香叶,花椒,酱油,盐]",煮,家常味,初中水平,90
798,鸡蛋菌菇虾仁,"[虾仁,鸡蛋,杏鲍菇]","[盐,鸡精,胡椒粉,洋葱,花生油,小葱]",炒,咸鲜味,初级入门,10
799,土豆胡萝卜炖牛腩,"[牛腩,土豆,胡萝卜]","[花生油,生姜,冰糖,酱油,蚝油,干辣椒,盐,八角,桂皮,草果]",炖,五香味,初级入门,2
800,糖醋里脊,[猪肉],"[花生油,盐,料酒,白糖,胡椒粉,醋,鸡蛋,芝麻,番茄酱,淀粉]",炸,酸甜味,未知,30
801,鱼香茄子,[茄子],"[花生油,盐,豆瓣酱,大蒜,醋,大葱,淀粉,辣椒,淀粉]",炒,家常味,高级厨师,15
802,芹菜炒肉丝,"[芹菜,猪肉]","[花生油,盐,白糖,蚝油,淀粉,大蒜,鸡精,生姜,料酒,酱油,小葱]",炒,家常味,未知,15
803,蚝油生菜,"[生菜,蚝油]","[花生油,盐,大蒜,酱油,淀粉,白糖,大葱,生姜]",炒,咸鲜味,初中水平,5
804,川味凉面,[面条],"[生姜,黄豆芽,海带,牛肉,大蒜,小葱,辣椒,酱油,醋,花生油,盐,鸡精]",拌,麻辣味,中级掌勺,15
805,香辣花蛤粉丝煲,"[毛蛤蜊,粉丝]","[小葱,大葱,辣椒,生姜,大蒜,豆瓣酱,花生油,酱油]",煲,咸鲜味,初级入门,10
806,猪肉油豆腐炖白菜粉条,"[猪肉,豆腐,白菜,粉丝]","[大蒜,生姜,小葱,蚝油,五香粉,盐,花生油]",炖,咸鲜味,未知,15
807,番茄煎蛋面,"[西红柿,鸡蛋]","[花生油,小葱,娃娃菜,胡椒粉,盐,鸡精]",煮,咸鲜味,未知,30
808,红极参炒茼蒿,"[茼蒿,人参]","[花生油,盐,辣椒,小葱,生姜,胡椒粉,鸡精]",炒,咸鲜味,新手尝试,5
809,辣子鸡丁,[鸡肉],"[花生油,盐,辣椒,花生,干辣椒,白糖,酱油,大蒜,生姜,孜然,花椒,鸡精,大葱,料酒]",爆炒,香辣味,初级入门,15
810,酸菜鱼,"[草鱼,酸菜]","[香菜,花生油,盐,生姜,大蒜,料酒,酱油,淀粉,花椒,大葱,干辣椒,辣椒,胡椒粉]",烧,香辣味,未知,30
811,蒜蓉小龙虾,"[小龙虾,大蒜]","[花生油,生姜,大葱,干辣椒,八角,香叶,酱油,酒酿,盐]",煮,蒜香味,中级掌勺,30
812,爆炒牛头肉,[牛肉],"[花生油,盐,洋葱,芹菜,花椒,干辣椒]",炒,家常味,初中水平,15
813,红烧带鱼,[带鱼],"[酱油,料酒,盐,花生油,淀粉,白糖,干辣椒,大蒜,生姜,大葱,酱油]",烧,家常味,中级掌勺,30
814,炒空心菜,[空心菜],"[花生油,大蒜,盐,鸡精,蚝油,豆瓣酱]",炒,家常味,未知,5
815,红烧鸡翅,[鸡翅],"[盐,生姜,大蒜,蚝油,料酒,酱油,淀粉,冰糖,花生油,干辣椒]",红烧,咸鲜味,初中水平,30
816,咖喱鸡肉饭,"[大米,鸡肉,咖喱]","[生姜,土豆,大葱,胡萝卜,洋葱,大蒜,料酒,酱油,花生油,盐,蚝油]",煮,咖喱味,未知,15
817,胡萝卜素丸子,"[胡萝卜,鸡蛋,小麦面粉]","[五香粉,大葱,生姜,盐,鸡精,花生油]",炸,家常味,初级入门,15
818,猪肉渣手撕包菜,[包菜],"[花生油,猪肉,盐,白糖,醋,酱油,蚝油,辣椒,大蒜]",炒,香辣味,初级入门,10
819,火腿煲仔饭,"[大米,火腿]","[花生油,盐,酱油,蚝油,蒜薹,西红柿,大蒜,生姜,大葱]",炒,咸鲜味,初中水平,15
820,茭白炒胡萝卜,"[茭白,胡萝卜]","[花生油,盐,料酒,味精,小葱,酱油]",炒,家常味,新手尝试,15
821,大蒜烧黄鳝,"[大蒜,黄鳝]","[干辣椒,花椒,豆瓣酱,胡椒粉,料酒,生姜,芹菜,小葱,酱油,盐,花生油]",烧,咸鲜味,初中水平,15
822,脆皮茄夹,"[茄子,猪肉]","[花生油,盐,酱油,蚝油,大葱,生姜,小麦面粉,淀粉]",炸,家常味,新手尝试,15
823,小白菜炒粉丝,"[粉丝,小白菜]","[花生油,猪肉,胡萝卜,大蒜,白糖,酱油,胡椒粉,香菇,盐]",炒,家常味,初中水平,30
824,苹果鸡翅,"[鸡翅,苹果]","[酱油,醋,生姜,番茄酱,白糖,盐,花生油]",烧,家常味,新手尝试,15
825,红烧黄花鱼,[黄花鱼],"[生姜,料酒,盐,酱油,蚝油,大蒜,白糖,小葱,花生油,香叶]",烧,家常味,新手尝试,30
826,清炒西兰花,[西兰花],"[大蒜,小葱,料酒,酱油,盐,花生油,鸡精,生姜,辣椒]",炒,香辣味,初级入门,15
827,时令拌菜白萝卜,[白萝卜],"[香菜,辣椒油,辣椒,大葱,生姜,盐,醋,五香粉,鸡精]",拌,香辣味,未知,10
828,脆皮烤鸭腿,[鸭腿],"[花生油,酱油,料酒,盐,白糖,生姜,大葱,香叶,八角,花椒,鸡精,蜂蜜,醋]",烤,酱香味,初中水平,90
829,肉炒豆角丝,"[扁豆,猪肉]","[花生油,盐,酱油,大葱,生姜]",炒,家常味,初级入门,15
830,蓑衣黄瓜,[黄瓜],"[花生油,白糖,醋,辣椒,花生,大蒜,盐,酱油]",腌,家常味,初级入门,30
831,酱牛肉,[牛肉],"[花生油,盐,茴香籽,枸杞子,黄芪,陈皮,山楂,八角,桂皮,香叶,生姜,酱油,花椒,五香粉]",酱,其它口味,初级入门,60
832,蒜苗炒绿豆芽,"[绿豆芽,蒜苗]","[花生油,盐,大葱,胡萝卜,酱油,椒盐,鸡精,醋]",炒,家常味,初级入门,10
833,素饺子,"[生菜,鸡蛋,黑木耳,小麦面粉]","[花生油,盐,鸡精,蚝油]",煮,家常味,新手尝试,15
834,烤千层肉饼,"[小麦面粉,猪肉]","[鸡蛋,生姜,小葱,白糖,五香粉,酱油,料酒,盐,蚝油,花生油]",烙,咸鲜味,初中水平,15
835,腐乳鸡翅,"[腐乳,鸡翅]","[花生油,酱油,盐,白糖,大蒜]",烩,蒜香味,初中水平,15
836,椒香鸡翅,"[鸡翅,辣椒]","[大蒜,胡椒粉,白糖,料酒,盐,花生油,生姜,花椒,蚝油,酱油]",煎,酱香味,初中水平,10
837,西葫芦炒肉,"[西葫芦,猪肉]","[花生油,盐,小葱,酱油,料酒,鸡精,生姜,蚝油,淀粉]",炒,咸鲜味,初中水平,15
838,酱牛肉,[牛肉],"[花生油,冰糖,盐,大葱,生姜,料酒,茴香籽,枸杞子,黄芪,陈皮,山楂,八角,桂皮,香叶]",酱,酱香味,未知,30
839,五花肉焖春笋,"[春笋,猪肉]","[花生油,料酒,盐,酱油,生姜,大葱,冰糖]",焖,咸鲜味,未知,30
840,老黄辣子鸡,[鸡肉],"[生姜,大蒜,花生,干辣椒,辣椒,八角,白糖,花椒,盐,花生油,鸡精,大葱,料酒]",爆炒,香辣味,高级厨师,15
841,油焖大虾,[虾],"[花生油,盐,大葱,生姜,洋葱,干辣椒,料酒,辣椒,八角,桂皮,花椒]",焖,咸鲜味,未知,15
842,毛氏红烧肉,[猪肉],"[花生油,盐,料酒,淀粉,八角,桂皮,小葱,白糖,生姜,酱油,料酒,大蒜]",烧,家常味,初中水平,60
843,柠檬鸡丝,"[鸡肉,柠檬]","[花生油,盐,大蒜,酱油,蜂蜜,香菜,辣椒]",微波,香辣味,初级入门,10
844,家常红烧鱼,[鲈鱼],"[豆瓣酱,盐,酱油,花生油,料酒,大蒜,大葱,八角,生姜,白糖]",烧,咸鲜味,初级入门,15
845,美味鸡翅,[鸡翅],"[花生油,淀粉,盐,酱油,生姜,料酒,胡椒粉]",炸,家常味,初级入门,10
846,红烧胖头鱼,[鱼头],"[花生油,生姜,大蒜,花椒,香叶,八角,酱油,料酒,盐,白糖]",煮,家常味,未知,30
847,洋葱炒鸡蛋,"[洋葱,鸡蛋]","[花椒,盐,蚝油,酱油,花生油,孜然,鸡精,大蒜]",炒,家常味,未知,10
848,红烧肉烧腐竹,"[猪肉,腐竹]","[花生油,盐,酱油,冰糖,大葱,生姜,八角,桂皮,辣椒,香叶]",烧,咸鲜味,初中水平,90
849,清炒山药,[山药],"[花生油,胡萝卜,盐,大蒜,味精,鸡精]",炒,咸鲜味,初级入门,5
850,辣烧豆瓣鲫鱼,[鲫鱼],"[花生油,盐,豆瓣酱,大蒜,辣椒,生姜,小葱]",烧,酱香味,初中水平,15
851,鲫鱼豆腐汤,"[鲫鱼,豆腐]","[盐,花生油,大葱,生姜,枸杞子,胡椒粉]",炖,咸鲜味,未知,60
852,川味肉沫豆腐,"[豆腐,猪肉]","[花生油,蒜苗,大蒜,豆瓣酱,酱油,胡椒粉,盐,鸡精]",烧,香辣味,未知,10
853,凉拌海带丝,[海带],"[花生油,香菜,大蒜,醋,酱油,盐,芝麻,辣椒,白糖,大葱]",煮,咸鲜味,未知,10
854,醉虾,[基围虾],"[大蒜,酒酿,生姜,柠檬,小葱,辣椒,酱油,盐]",拌,咸鲜味,中级掌勺,30
855,莴笋炒木耳,"[莴笋,黑木耳]","[花生油,猪肉,辣椒,淀粉,盐,鸡精,小葱]",炒,家常味,未知,30
856,山药炖排骨,"[排骨,山药]","[生姜,料酒,盐,大葱,枸杞子]",炖,咸鲜味,初中水平,90
857,豌豆炒虾仁,"[虾仁,豌豆]","[花生油,酱油,盐,大蒜,生姜]",炒,咸鲜味,初级入门,5
858,土豆炖牛肉,"[牛肉,土豆]","[花生油,盐,酱油,鸡精,豆瓣酱,辣椒,大蒜,蒜苗]",炖,家常味,初级入门,60
859,鸡肉冬瓜汤,"[鸡肉,冬瓜]","[盐,香菇,红枣,人参,枸杞子,大葱,生姜]",煲,其它口味,初中水平,90
860,红烧鸡翅,[鸡翅],"[冰糖,芝麻,蚝油,料酒,酱油,盐,干辣椒,生姜,花生油,大蒜]",红烧,其它口味,初中水平,15
861,酸菜鱼,"[草鱼,酸菜]","[生姜,豆腐,香菜,大蒜,干辣椒,花椒,花生油,盐,料酒,辣椒,胡椒粉,淀粉]",烧,酸辣味,初级入门,10
862,南瓜炖土豆,"[南瓜,土豆]","[盐,花生油,胡椒粉,生姜,大葱,酱油,鸡精]",炖,家常味,未知,60
863,电饭煲版叉烧肉,[猪肉],"[花生油,生姜,大葱,大蒜,白糖,料酒,酱油,盐,辣椒酱]",烧,咸鲜味,新手尝试,60
864,冬瓜鹌鹑蛋,"[冬瓜,鹌鹑蛋]","[大葱,盐,花生油,酱油,蚝油]",炒,咸鲜味,未知,15
865,辣子鸡丁,[鸡肉],"[花生油,辣椒,花生,白糖,盐,料酒,生姜,大葱,大蒜,干辣椒,花椒,酱油,鸡精]",爆炒,香辣味,初级入门,15
866,胡萝卜炒鸡蛋,"[胡萝卜,鸡蛋]","[大蒜,花生油,盐,胡椒粉]",炒,家常味,新手尝试,10
867,香辣牙签肉,[牛肉],"[盐,大葱,生姜,大蒜,花生油,料酒,酱油,淀粉,白糖,胡椒粉,芝麻,孜然]",炸,香辣味,新手尝试,30
868,番茄烧鱼腩,"[西红柿,黄花鱼]","[生姜,大蒜,盐,花生油,蚝油,酱油,白糖,大葱]",烧,家常味,新手尝试,10
869,京酱肉丝,"[猪肉,黄瓜]","[大葱,豆腐皮,豆瓣酱,花生油,盐,淀粉,酱油,大蒜,白糖,料酒]",炒,酱香味,初级入门,30
870,西红柿炒鸡蛋,"[西红柿,鸡蛋]","[盐,花生油,白糖,大蒜,大葱]",炒,家常味,新手尝试,5
871,凉拌灰豆腐果,"[黄瓜,豆腐]","[盐,鸡精,辣椒,花生油,醋,酱油,大葱,大蒜,生姜]",拌,麻辣味,新手尝试,5
872,荷包蛋焖面,"[面条,鸡蛋]","[酱油,大葱,香菜,大蒜,蚝油,醋,白糖,盐,花生油]",煮,家常味,新手尝试,10
873,香辣拌羊脸,[羊肉],"[洋葱,花生油,盐,酱油,蚝油,醋,辣椒酱]",拌,香辣味,未知,10
874,素炒豆角,[扁豆],"[花生油,盐,辣椒,味精,大蒜]",炒,家常味,初中水平,10
875,红烧青鱼,[青鱼],"[花生油,盐,花椒,酱油,白糖,大蒜,生姜,大葱,五香粉]",烧,酱香味,初中水平,10
876,剁椒鸡丁,[鸡肉],"[花生油,丝瓜,辣椒,盐,料酒,酱油,味精,淀粉,大葱]",炒,家常味,初级入门,15
877,西红柿炒茄片,"[茄子,西红柿]","[辣椒油,盐,辣椒,大葱,大蒜,花生油,味精]",炒,家常味,初级入门,15
878,酸辣黄瓜卷,[黄瓜],"[大蒜,酱油,醋,白糖,盐,花生油,辣椒油]",拌,酸辣味,初级入门,5
879,彩椒杏鲍谷,"[杏鲍菇,辣椒]","[花生油,胡萝卜,酱油,大蒜,蚝油,盐]",炒,家常味,新手尝试,15
880,凉拌花生米,[花生],"[大蒜,黄瓜,醋,盐,白糖,花生油,洋葱]",拌,咸鲜味,新手尝试,30
881,素烧宽扁豆,[扁豆],"[花生油,盐,酱油,味精,大葱]",烧,家常味,初级入门,10
882,辣子鸡,[鸡肉],"[花生油,白糖,辣椒,花生,盐,大蒜,酱油,干辣椒,花椒,大葱,生姜,料酒,鸡精]",爆炒,麻辣味,初中水平,30
883,黄瓜火腿炒鸡蛋,"[黄瓜,火腿,鸡蛋]","[花生油,大蒜,大葱,盐,青椒]",炒,蒜香味,新手尝试,5
884,红烧带鱼,[带鱼],"[花生油,酱油,料酒,盐,白糖,大蒜,生姜,大葱,干辣椒,醋,淀粉]",烧,咸鲜味,厨神级,15
885,香辣炒米粉,[米粉],"[花生油,黄豆芽,鸡蛋,火腿,小葱,盐,鸡精,酱油,辣椒]",炒,香辣味,未知,15
886,京酱肉丝,"[猪肉,黄瓜]","[花生油,豆腐皮,大葱,豆瓣酱,酱油,白糖,淀粉,料酒,盐,小葱]",炒,酱香味,未知,15
887,鹌鹑蛋烧肉,"[猪肉,鹌鹑蛋]","[生姜,小葱,料酒,酱油,盐,蚝油,冰糖,花生油]",煮,家常味,新手尝试,90
888,煎丝瓜酿肉,"[丝瓜,猪肉]","[盐,花生油,鸡精,料酒,生姜,蚝油,酱油,淀粉,小葱]",煎,家常味,初级入门,15
889,葱爆虾仁,[虾仁],"[花生油,小葱,大蒜,料酒,盐,鸡精,白糖,酱油]",炒,咸鲜味,未知,10
890,蜜汁烤翅,[鸡翅],"[花生油,大葱,大蒜,生姜,胡椒粉,盐,白糖,酱油,蚝油,料酒,蜂蜜]",烤,咸鲜味,初级入门,15
891,四色小炒,"[豆腐皮,洋葱,辣椒,胡萝卜]","[盐,花生油,味精,酱油,小葱,淀粉]",炒,家常味,初级入门,15
892,凉拌杏鲍菇,[杏鲍菇],"[花生油,香菜,辣椒油,盐,大蒜,醋,蚝油,酱油,白糖]",拌,家常味,未知,15
