id,name,mainFood,subFood,skill,taste,difficulty
753,鲜肉锅贴,"[小麦面粉,猪肉]","[牛奶,黄油,白糖,盐,味精,料酒,酱油,大葱,花生油]",煎,咸鲜味,初级入门
754,家常炖鱼,[鲤鱼],"[大葱,生姜,大蒜,盐,干辣椒,料酒,花生油,猪肉]",炖,咸鲜味,初级入门
755,白菜炖土豆,"[白菜,土豆]","[猪肉,胡椒粉,生姜,酱油,盐,大葱,花生油,八角,鸡精]",炖,家常味,未知
756,麻辣田螺,[田螺],"[花生油,盐,五香粉,料酒,酱油,生姜,大蒜,大葱,干辣椒]",炒,麻辣味,初中水平
757,旺仔小馒头,[小麦面粉],"[鸡蛋,花生油,白糖,淀粉,牛奶,苏打粉]",烘焙,奶香味,初中水平
758,糖醋玉子豆腐,[豆腐],"[小葱,辣椒,鸡蛋,花生油,醋,番茄酱,白糖,胡椒粉,盐,鸡精,淀粉]",烧,酸甜味,初级入门
759,清蒸鲈鱼,[鲈鱼],"[香菜,盐,酱油,小葱,料酒,生姜,干辣椒,花生油,辣椒,大蒜]",蒸,咸鲜味,新手尝试
760,酸辣熏鹅肉炒豆筋,[鹅肉],"[大蒜,腐竹,辣椒酱,生姜,大葱,蚝油,盐,花生油,醋]",炒,酸辣味,未知
761,猪肉白菜鸡蛋米粉,"[米粉,猪肉,鸡蛋,白菜]","[大蒜,小葱,酱油,蚝油,鸡精,盐,花生油,料酒,淀粉]",煮,咸鲜味,未知
762,咸蛋蒸肉饼,"[猪肉,咸蛋黄]","[花生油,盐,花菜,胡萝卜,平菇,料酒,酱油,淀粉]",蒸,家常味,初级入门
763,鸡丝凉面,"[小麦面粉,鸡肉]","[辣椒,黄瓜,醋,大蒜,芝麻,白糖,盐,花生油,生姜,大葱]",拌,家常味,初级入门
764,清蒸罗非鱼,[罗非鱼],"[花生油,料酒,酱油,生姜,盐,大葱]",蒸,家常味,未知
765,小炒竹笋,[竹笋],"[盐,青椒,辣椒,猪肉,花生油,酱油,大蒜]",炒,咸鲜味,初中水平
766,蓑衣黄瓜,[黄瓜],"[辣椒,醋,大蒜,酱油,花生油,花生,盐,白糖]",腌,家常味,新手尝试
767,凉拌海带,[海带],"[酱油,辣椒,大蒜,小葱,香菜,醋,盐,花生油,芝麻,白糖]",煮,家常味,未知
768,白斩鸡,[鸡肉],"[花生油,生姜,小葱,盐,白糖]",煮,家常味,新手尝试
769,香菜猪肉饺子,"[小麦面粉,鸡蛋,猪肉]","[花生油,香菜,盐,大蒜,蚝油,胡椒粉,酱油,生姜]",煮,家常味,初级入门
770,蒸花卷,[小麦面粉],"[小葱,盐,花生油,苏打粉,白糖]",蒸,家常味,初级入门
771,缤纷蛋炒饭,"[大米,鸡蛋]","[盐,小葱,花生油]",炒,葱香味,初中水平
772,红极参炒笋片,"[丹参,冬笋]","[盐,生姜,青椒,大葱,花生油,酱油,料酒,淀粉]",炒,咸鲜味,初级入门
773,小白菜疙瘩汤,"[小麦面粉,小白菜]","[花生油,盐,酱油,大葱]",煮,家常味,未知
774,鱼香茄饼,"[茄子,猪肉,小麦面粉]","[花生油,盐,泡椒,生姜,小葱,大蒜,淀粉,鸡蛋,花椒,豆瓣酱,白糖,醋,鸡精]",烧,鱼香味,新手尝试
775,快手蔬菜炒米粉,"[米粉,油菜,猪肉]","[干辣椒,醋,椰子油,花生油,生姜,大蒜,大葱,料酒,酱油,盐,胡椒粉,鸡精]",炒,香辣味,未知
776,番茄咖喱炖牛腩,"[牛腩,西红柿]","[胡萝卜,西芹,大蒜,香叶,咖喱,番茄酱,料酒,香菜,盐,花生油,胡椒]",炖,酸甜味,初级入门
777,炒西葫芦,[西葫芦],"[花生油,盐,白糖,酱油,醋]",炒,家常味,未知
778,微波炉蒸鱼,[黄花鱼],"[大蒜,陈皮,辣椒,豆豉,蚝油,酱油,花生油,香菜]",微波,香辣味,新手尝试
779,肉末鲜蘑菇,"[蘑菇,猪肉]","[花生油,盐,生姜,大葱,胡椒,鸡精,酱油]",炒,咸鲜味,未知
780,熘鱼丸,[鱼丸],"[花生油,青椒,盐,味精,蚝油,大葱,淀粉]",熘,家常味,初级入门
781,水煮肉片,[猪肉],"[花生油,黄豆芽,淀粉,花椒,盐,豆瓣酱,生姜,料酒,大葱,干辣椒,大蒜,酱油,鸡精,白糖]",煮,麻辣味,初级入门
782,冷涮肉沙拉,"[黄瓜,生菜,秋葵,西红柿,猪肉]","[生姜,盐,胡椒,淀粉,蜂蜜]",拌,酸味,新手尝试
783,花椒鸡,[鸡肉],"[八角,生姜,大蒜,肉桂,香叶,豆瓣酱,白糖,酱油,辣椒,蒜苗,花椒,盐,花生油]",炒,麻辣味,初中水平
784,秘汁清蒸罗非鱼,[罗非鱼],"[生姜,花生油,大葱,盐,酱油,料酒]",蒸,咸鲜味,未知
785,炝炒白菜,[白菜],"[干辣椒,盐,花生油,大蒜,酱油,白糖,大葱,醋]",炒,咸鲜味,初中水平
786,黄焖鸡,"[鸡肉,土豆,香菇]","[花生油,辣椒,大蒜,生姜,白糖,酱油,盐,料酒,大葱]",焖,咸鲜味,未知
787,梅菜扣肉,"[猪肉,梅干菜]","[八角,花生油,盐,酱油,大葱,白糖,生姜,料酒,五香粉,花椒]",蒸,咸鲜味,初中水平
788,茭白毛豆炒河虾,"[茭白,毛豆,河虾]","[花生油,酱油,料酒,白糖,盐,大蒜,生姜]",炒,咸鲜味,初级入门
789,红烧肉,[猪肉],"[盐,蚝油,白糖,淀粉,酱油,桂皮,大葱,花生油,料酒,大蒜,生姜,八角]",烧,家常味,中级掌勺
790,油泼大蒜茄子,"[茄子,大蒜]","[花生油,酱油,大葱,蚝油,醋,盐,白糖,鸡精,辣椒]",烤,大蒜香味,未知
791,扬州炒饭,"[大米,玉米,香肠,胡萝卜,青豆,鸡蛋]","[盐,酱油,大葱,花生油,生姜,蚝油,料酒]",炒,家常味,新手尝试
792,凉拌虫草花,[虫草花],"[大蒜,胡萝卜,黄瓜,盐,酱油,花生油,醋]",拌,咸鲜味,新手尝试
793,猪肉拌面,"[面条,猪肉]","[辣椒,胡萝卜,洋葱,菠菜,酱油,盐,鸡精,番茄酱,花生油]",炒,家常味,新手尝试
794,蜜汁红烧肉,[猪肉],"[花生油,盐,淀粉,生菜,酱油,桂皮,大葱,生姜,八角,小葱,料酒,冰糖,红糖]",烧,甜味,中级掌勺
795,京酱肉丝,"[猪肉,黄瓜]","[大葱,番茄酱,花生油,淀粉,料酒,盐,豆腐皮,豆瓣酱,酱油,白糖,小葱]",炒,家常味,初级入门
796,黄瓜鸡蛋蒸饺,"[黄瓜,小麦面粉,鸡蛋]","[五香粉,鸡精,生姜,大葱,盐]",蒸,家常味,新手尝试
797,豆豉鳕鱼,"[鳕鱼,豆豉]","[花生油,盐,白糖,料酒,醋,大葱]",烧,家常味,初级入门
798,大蒜烤生蚝,"[生蚝,大蒜]","[花生油,白糖,粉丝,辣椒,小葱,盐,鸡精,蚝油,料酒]",蒸,大蒜香味,未知
799,麻婆豆腐,[豆腐],"[花生油,猪肉,淀粉,豆瓣酱,盐,花椒,胡椒粉,辣椒,生姜,大葱,鸡精,白糖,酱油]",炒,豆瓣酱味,初级入门
800,干炸白萝卜丸子,"[猪肉,白萝卜]","[鸡蛋,淀粉,五香粉,花生油,盐,生姜]",炸,家常味,初中水平
801,红烧鱼,[鲈鱼],"[豆瓣酱,花生油,料酒,大葱,生姜,大蒜,酱油,盐,白糖,八角]",烧,咸鲜味,中级掌勺
802,花生蹄花,"[猪蹄,花生]","[冰糖,生姜,大蒜,八角,花椒,料酒,酱油,香叶,盐,小葱,花生油]",烧,家常味,初中水平
803,肉炒木耳菜,"[猪肉,木耳菜]","[花生油,大葱,酱油,盐,料酒,鸡精]",炒,家常味,未知
804,西兰花炒鱿鱼,"[鱿鱼,西兰花]","[生姜,盐,花生油,酱油]",炒,麻辣味,新手尝试
805,黄瓜炒虾仁,"[虾仁,黄瓜]","[小葱,花生油,生姜,淀粉,胡椒粉,盐,酱油,大蒜,料酒,鸡精]",炒,咸鲜味,初级入门
806,辣炒牛肚,[牛肚],"[花生油,盐,洋葱,生姜,辣椒,料酒,酱油]",炒,香辣味,初级入门
807,鸭肉煲,[鸭肉],"[盐,蒜苗,冰糖,酱油,花生油,生姜,干辣椒,大葱,辣椒,八角,大蒜,柠檬]",炒,大蒜香味,厨神级
808,猪大肠臊子,[猪大肠],"[花生油,青椒,蚕豆,生姜,大蒜,花椒,盐,鸡精]",炒,辣椒油味,初中水平
809,广式蜜汁叉烧,[猪肉],"[花生油,盐,大蒜,大葱,生姜,酱油,料酒,白糖,辣椒酱]",烧,甜味,初级入门
810,土豆炖排骨,"[排骨,土豆]","[小葱,大蒜,八角,香叶,生姜,花椒,盐,酱油,料酒,花生油,白糖]",炖,家常味,初中水平
811,羊肉丸子汤,[羊肉],"[大葱,白菜,生姜,盐,酱油,鸡精,花生油,鸡蛋,淀粉]",煮,咸鲜味,初级入门
812,煎鸡肉,[鸡肉],"[西红柿,料酒,西兰花,小葱,盐,淀粉,孜然,花生油,胡椒粉,辣椒粉]",煎,家常味,未知
813,红焖羊肉,[羊肉],"[花生油,胡萝卜,盐,大葱,料酒,豆瓣酱,生姜,大蒜,花椒,八角,香叶,桂皮,胡椒]",炖,咸鲜味,初中水平
814,辣子鸡,[鸡肉],"[花生油,辣椒,花生,干辣椒,盐,淀粉,酱油,花椒,生姜,大蒜,大葱,料酒,鸡精]",爆炒,麻辣味,中级掌勺
815,芦笋炒虾仁,"[芦笋,虾仁]","[花生油,料酒,盐,味精,大蒜,淀粉,胡椒粉]",炒,咸鲜味,未知
816,土豆炖鸡腿,"[土豆,鸡腿]","[盐,酱油,枸杞子,茴香,大葱,桂皮,料酒,八角,花椒,花生油,香菜,冰糖,洋葱,辣椒,生姜]",炖,大葱香味,初级入门
817,凉拌菠菜粉丝,"[菠菜,粉丝]","[花生油,大蒜,干辣椒,味精,盐,花椒,白糖,酱油,醋]",拌,家常味,初级入门
818,鸡翅焖饭,"[大米,鸡翅]","[花生油,土豆,西兰花,香肠,盐,酱油,料酒,白糖]",煮,家常味,新手尝试
819,家常黄焖鸡,"[鸡肉,土豆,香菇]","[花生油,辣椒,酱油,盐,冰糖,大葱,生姜,大蒜,白糖]",焖,家常味,初级入门
820,蒜薹炒鸡蛋,"[蒜薹,鸡蛋]","[盐,花生油,鸡精,大葱,大蒜]",炒,家常味,新手尝试
821,羊肉饺子,"[羊肉,小麦面粉]","[大葱,鸡蛋,盐,花椒,桂皮,生姜,香叶,花生油,料酒,酱油]",煮,家常味,未知
822,鸡蛋炒木耳菜,"[木耳菜,鸡蛋]","[盐,胡萝卜,酱油,白糖,花生油,大葱,辣椒]",炒,家常味,初中水平
823,西兰花炒虾仁,"[西兰花,虾仁]","[花生油,料酒,鸡精,酱油,盐,淀粉,生姜,大蒜,八角]",炒,家常味,初级入门
824,洋葱炒培根,"[洋葱,培根]","[辣椒,大蒜,生姜,花生油,盐,白糖,胡椒粉]",炒,咸鲜味,未知
825,猪肉茄条,"[茄子,猪肉]","[花生油,盐,酱油,料酒,鸡精,大蒜,生姜,大葱]",炒,咸鲜味,新手尝试
826,肉蟹煲,[螃蟹],"[花生油,鸡爪,土豆,盐,八角,生姜,干辣椒,蚝油,酱油,大蒜,白糖,大葱]",炒,香辣味,未知
827,酸辣猪皮炒木耳菜,"[猪皮,木耳菜]","[生姜,青椒,大蒜,盐,花生油,辣椒酱,醋]",炒,酸辣味,未知
828,西红柿炖牛肉,"[牛肉,西红柿]","[花生油,盐,大葱,生姜,大蒜,酱油,鸡精,八角,桂皮,花椒,香叶]",炖,茄汁味,中级掌勺
829,秘制油泼鲤鱼,[鲤鱼],"[花生油,盐,蚝油,酱油,鸡精,白糖,大葱,生姜,香菜,辣椒,花椒]",蒸,咸鲜味,初级入门
830,千张炒平菇,"[千张,平菇]","[花生油,猪肉,盐,白糖,酱油,料酒,胡萝卜]",炒,家常味,新手尝试
831,黄瓜小葱凉面,"[面条,黄瓜,小葱]","[辣椒油,花生,盐,鸡精,醋,酱油,白糖,蚝油,花生油]",拌,酸辣味,初级入门
832,柠檬鸡翅,"[鸡翅,柠檬]","[酱油,料酒,白糖,盐,花生油,生姜,蚝油]",炒,甜味,初中水平
833,干炒牛肉丝,[牛肉],"[辣椒油,青椒,鸡蛋,淀粉,胡椒,盐,白糖,生姜,大蒜,花生油,酱油]",炒,咸鲜味,中级掌勺
834,芥菜扣肉,"[猪肉,芥菜]","[花生油,盐,大葱,花椒,酱油,生姜,冰糖,大蒜,料酒]",蒸,咸鲜味,未知
835,豇豆丝爱肉丝,"[豇豆,猪肉]","[花生油,酱油,盐,鸡精,淀粉,蚝油,料酒,大蒜,生姜,泡椒]",炒,咸鲜味,初中水平
836,香辣黄豆小菜,[黄豆],"[花生油,豆瓣酱,香叶,八角,桂皮,花椒,盐,酱油]",煮,香辣味,未知
837,黄瓜炒肉片,"[黄瓜,猪肉]","[生姜,淀粉,盐,鸡精,白糖,花生油,酱油,辣椒]",炒,咸鲜味,新手尝试
838,炖鱼头,[鱼头],"[花生油,生姜,大葱,胡椒粉,醋,盐,香菜,小葱,辣椒,冰糖,酱油,料酒]",炖,家常味,未知
839,洋葱炒肉,"[洋葱,猪肉]","[盐,香菜,花生油,鸡精,酱油,辣椒酱,料酒,胡萝卜]",炒,家常味,初级入门
840,滑鸡煲仔饭,"[鸡肉,大米]","[盐,生姜,大蒜,泡椒,蚝油,淀粉,料酒,豆豉,花生油,酱油,小葱]",煲,咸鲜味,初中水平
841,牛肉香菇芝辣椒酱,"[牛肉,香菇]","[芝麻,豆豉,干辣椒,花生油,胡椒粉,料酒,酱油,淀粉,白糖,味精,花椒,八角,豆瓣酱]",炒,香辣味,初级入门
842,上海青炒豆腐皮,"[上海青,豆腐皮]","[大蒜,花生油,盐,鸡精]",炒,大蒜香味,初中水平
843,双芥烩牛肉,"[牛肉,芥蓝]","[生姜,鸡精,辣椒,大葱,大蒜,盐,花生油,淀粉,胡椒粉,料酒,辣椒酱]",炒,家常味,新手尝试
844,东北乱炖,"[四季豆,豆腐皮,土豆,猪肉]","[大葱,白糖,花椒,生姜,大蒜,干辣椒,酱油,料酒,盐]",炖,家常味,初中水平
845,苦瓜炒肉片,"[苦瓜,猪肉]","[辣椒,花生油,盐,蚝油,生姜,大葱,大蒜,豆豉,料酒,淀粉,白糖,鸡精]",炒,家常味,新手尝试
846,网红青团,"[糯米,小麦面粉,蛋黄]","[白糖,花生油,料酒]",蒸,甜味,新手尝试
847,醇香牛肉煎饺,"[牛肉,小麦面粉]","[西芹,鸡蛋,胡萝卜,玉米,花生油,盐,胡椒粉,酱油,洋葱]",煎,家常味,初级入门
848,杏鲍菇炒青椒,"[杏鲍菇,青椒]","[花生油,大葱,盐,酱油,蚝油,五香粉]",炒,家常味,未知
849,凉拌莲藕片,[莲藕],"[辣椒,香菜,大蒜,醋,盐,鸡精,花生油]",拌,酸辣味,新手尝试
850,多彩冬至饺子,"[小麦面粉,猪肉]","[花生油,五香粉,盐,酱油,蚝油,生姜,大葱]",煮,咸鲜味,初中水平
851,大蒜蛙肉,"[牛蛙,大蒜]","[盐,酱油,花生油,料酒,味精,生姜,辣椒,辣椒油]",炒,大蒜香味,初中水平
852,酱香腐乳排骨,[排骨],"[花生油,盐,大葱,山楂,生姜,花椒,八角,香叶,桂皮,冰糖,腐乳,料酒]",炖,酱香味,未知
853,水煮肉,[猪肉],"[生菜,辣椒,盐,花生油,大蒜,香菜,料酒,花椒,胡椒粉,淀粉,豆瓣酱]",煮,香辣味,未知
854,红烧鱼,[鲈鱼],"[盐,花生油,生姜,豆瓣酱,大蒜,大葱,料酒,酱油,白糖,八角]",烧,家常味,新手尝试
855,红枣杞子炖燕窝,"[燕窝,红枣,枸杞子]","[冰糖,银耳,桂圆肉]",炖,甜味,新手尝试
856,泡菜扣肉,"[猪肉,泡菜,小葱]","[花生油,生姜,鸡精,大蒜,盐,五香粉,酱油,蜂蜜,八角,花椒]",蒸,酸甜味,中级掌勺
857,红烧排骨,[排骨],"[花生油,生姜,大蒜,干辣椒,小葱,香叶,八角,冰糖,盐,酱油,料酒]",红烧,其它口味,初级入门
858,猪肉炖竹笋,"[竹笋,猪肉]","[大葱,胡椒粉,酱油,生姜,青椒,花生油,盐]",炖,咸鲜味,未知
859,干锅双菌,"[杏鲍菇,香菇]","[花生油,胡萝卜,辣椒酱,生姜,盐,酱油]",炒,香辣味,初中水平
860,梅菜扣肉,"[猪肉,梅干菜]","[八角,花生油,酱油,大葱,白糖,生姜,料酒,蜂蜜,五香粉,花椒]",蒸,咸鲜味,初中水平
861,水煮肉片,[猪肉],"[花生油,黄豆芽,淀粉,盐,生姜,大葱,干辣椒,大蒜,花椒,辣椒油,酱油,鸡精,白糖,料酒,豆瓣酱]",煮,香辣味,初中水平
862,芥蓝炒牛肉,"[芥蓝,牛肉]","[大蒜,鸡精,花生油,盐,淀粉]",炒,家常味,新手尝试
863,清蒸黄花鱼,[黄花鱼],"[盐,料酒,小葱,生姜,大蒜,酱油,花生油]",蒸,咸鲜味,未知
864,猪肉酸奶小餐包,"[猪肉,酸奶,小麦面粉]","[杏仁,鸡蛋,黄油,盐,白糖,干酵母]",烘焙,奶香味,初中水平
865,四季豆烧肉,"[猪肉,四季豆]","[花生油,盐,生姜,茴香,冰糖,胡椒粉,大蒜,干辣椒,八角,白豆蔻,草果,香叶,桂皮]",焖,酱香味,初级入门
866,双椒鸡丁,"[鸡肉,辣椒]","[花生油,盐,淀粉,料酒,酱油]",炒,香辣味,初级入门
867,东坡肉,[猪肉],"[花生油,八角,淀粉,生姜,桂皮,冰糖,大葱,盐,酱油,小葱,料酒,大蒜]",烧,酱香味,中级掌勺
868,麻辣水煮鱼,[草鱼],"[盐,黄豆芽,大葱,淀粉,料酒,干辣椒,花椒,胡椒粉,花生油,生姜,大蒜,辣椒粉,香菜]",煮,香辣味,新手尝试
869,生蚝炆鸡,"[生蚝,鸡肉]","[大葱,盐,花生油,生姜,大蒜,淀粉]",炒,咸鲜味,未知
870,科尔沁热狗肠炒芦笋,"[香肠,芦笋]","[胡萝卜,八角,干辣椒,花生油,大葱,生姜,大蒜,盐,胡椒粉]",炒,咸鲜味,未知
871,炝炒芸豆丝,[芸豆],"[干辣椒,胡萝卜,胡椒粉,白糖,大蒜,生姜,花椒,大葱,花生油,盐,酱油,味精]",炒,香辣味,未知
872,洋葱炒肉,"[洋葱,猪肉]","[花生油,胡萝卜,木耳菜,盐,辣椒酱,料酒,酱油,鸡精]",炒,香辣味,新手尝试
873,鸡肉炒山药,"[鸡肉,山药]","[大葱,青椒,大蒜,生姜,花椒,八角,花生油,醋,香菜]",炒,咸鲜味,初中水平
874,红烧肉,[猪肉],"[大葱,料酒,八角,桂皮,淀粉,生姜,大蒜,盐,花生油,冰糖,酱油]",烧,五香味,未知
875,红烧肉,[猪肉],"[盐,桂皮,淀粉,冰糖,酱油,料酒,大葱,大蒜,生姜,八角,花生油]",烧,酱香味,中级掌勺
876,芝麻酱凉拌面,[面条],"[花生油,芹菜,紫甘蓝,洋葱,胡萝卜,猪肉,盐,豆瓣酱,芝麻酱,酱油]",煮,芝麻酱味,初级入门
877,卤牛腱,[牛肉],"[盐,生姜,冰糖,酱油,八角,桂皮,香叶,花椒,茴香,料酒,醋,花生油]",卤,五香味,初中水平
878,格琳诺尔凉拌双耳,"[木耳菜,辣椒]","[大蒜,芝麻,酱油,醋,白糖,味精,花生油,辣椒油]",拌,酸甜味,初中水平
879,肉炒蒜薹,"[蒜薹,猪肉]","[花生油,盐,酱油,蚝油,大葱,料酒,味精]",炒,家常味,未知
880,猪肉炖土豆,"[猪肉,土豆]","[花生油,大葱,生姜,料酒,八角,盐,桂皮,白糖,干辣椒,豆腐,香叶,大蒜,花椒]",炖,家常味,未知
881,猪肉大葱千层饼,"[小麦面粉,猪肉]","[生姜,大葱,鸡蛋,胡椒粉,酱油,料酒,盐,花生油]",烙,咸鲜味,中级掌勺
882,黄辣丁烩面条,[面条],"[香菜,鸡蛋,大葱,生姜,胡椒粉,盐,鸡精,花生油]",煮,家常味,初级入门
883,大葱拌豆腐皮,"[豆腐皮,大葱]","[盐,大蒜,酱油,味精,白糖,辣椒油,花生油]",拌,辣椒油味,未知
884,豌豆杏鲍菇炒肉丁,"[豌豆,杏鲍菇,猪肉]","[花生油,盐,酱油,蚝油,料酒]",炒,家常味,初中水平
885,红烧肉,[猪肉],"[盐,冰糖,酱油,料酒,大葱,淀粉,八角,桂皮,大蒜,生姜,花生油]",烧,甜味,初中水平
886,香菜豆腐皮,"[豆腐皮,香菜]","[花生油,大葱,生姜,大蒜,酱油,盐]",炒,咸鲜味,未知
887,双色榨菜猪肉卷,"[榨菜,小麦面粉,紫薯,猪肉]","[花生油,椒盐,鸡精,五香粉,盐,蚝油,干酵母]",蒸,咸鲜味,初中水平
888,东北丰收炖,"[排骨,土豆,玉米,豇豆,南瓜]","[花生油,酱油,盐,料酒,冰糖,大葱,生姜]",炖,咸鲜味,初级入门
889,甜椒炒龙利鱼块,"[龙利鱼,甜椒]","[花生油,盐,豆瓣酱,料酒,花椒,大葱,大蒜,生姜]",炒,咸鲜味,新手尝试
890,干锅土豆片,[土豆],"[生姜,大蒜,花生油,辣椒,盐,豆瓣酱,鸡精,花椒,料酒,大葱]",炒,香辣味,新手尝试
891,炒泡菜,[泡菜],"[花生油,猪肉,料酒,大葱,大蒜,胡椒粉,花椒,酱油,蚝油]",炒,酸辣味,初级入门
892,家常凉面,[面条],"[醋,黄瓜,大蒜,酱油,盐,辣椒,白糖,花椒,花生油]",拌,香辣味,新手尝试
893,红烧肉之王,[猪肉],"[八角,花生油,淀粉,盐,桂皮,生姜,大蒜,酱油,蚝油,冰糖,大葱,小葱]",烧,家常味,中级掌勺
894,凉拌松花蛋金针菇,"[金针菇,松花蛋]","[香菜,盐,酱油,蚝油,大蒜,白糖,醋,花生油]",拌,酸甜味,未知
895,拌海带,[海带],"[泡椒,酱油,醋,生姜,盐,鸡精,大蒜,花生油,辣椒油]",拌,生姜汁味,初级入门
896,醋溜土豆丝,[土豆],"[大葱,大蒜,盐,醋,花生油,白糖,生姜]",炒,家常味,初中水平
897,山药烧仔排,"[排骨,山药]","[盐,冰糖,生姜,大蒜,料酒,酱油,小葱,花生油]",烧,家常味,初中水平
898,大蒜蒸茄子,"[茄子,大蒜]","[盐,鸡精,酱油,醋,花生油,大葱]",蒸,大蒜香味,新手尝试
899,青椒炒牛肉,"[牛肉,青椒]","[花生油,大蒜,酱油,料酒,蚝油,盐,淀粉,花椒,大葱,鸡精]",炒,家常味,未知
900,蜜汁叉烧肉,[猪肉],"[花生油,盐,蚝油,白糖,料酒,酱油,辣椒酱,大葱,大蒜]",烧,甜味,初级入门
901,干煸四季豆,[四季豆],"[干辣椒,猪肉,酱油,白糖,大蒜,花生油,料酒,花椒,盐]",干煸,咸鲜味,中级掌勺
902,培根面包,"[小麦面粉,培根]","[花生油,黄油,白糖,干酵母,盐,牛奶,鸡蛋,小葱]",烘焙,咸鲜味,初级入门
903,鱿鱼炒面,"[面条,鱿鱼]","[盐,酱油,蚝油,鸡精,花生油,大葱,生姜,大蒜,辣椒]",炒,家常味,新手尝试
904,土豆炒不烂,[土豆],"[洋葱,小麦面粉,小葱,大蒜,花椒,盐,花生油,酱油]",炒,家常味,初级入门
905,红烧肉,[猪肉],"[盐,花生油,冰糖,淀粉,酱油,桂皮,料酒,大葱,大蒜,生姜,八角]",烧,酸甜味,中级掌勺
906,蟹黄豆腐,"[豆腐,咸鸭蛋]","[大蒜,大葱,料酒,盐,淀粉,花生油,生姜,小葱,胡椒粉]",煮,咸鲜味,初级入门
907,卤牛肉卤鸭掌,"[牛肉,鸭掌]","[生姜,醋,酱油,八角,香叶,花椒,茴香,辣椒,冰糖,料酒]",卤,甜味,未知
908,豇豆平菇拌菜,"[豇豆,平菇]","[青椒,酱油,醋,生姜,大蒜,花生油,花椒,干辣椒,盐,鸡精]",拌,家常味,初级入门
909,香菇肉包,"[小麦面粉,猪肉,香菇]","[干酵母,盐,花生油,生姜,大葱,鸡精,料酒,蚝油]",蒸,咸鲜味,初级入门
910,凉拌芹菜三丝,"[芹菜,胡萝卜,豆腐皮]","[盐,大蒜,酱油,醋,花生油,芝麻]",拌,咸鲜味,新手尝试
911,蒸肉丸,[猪肉],"[盐,豆腐,五香粉,花生油,生姜,蚝油,酱油,淀粉,白糖,小葱,鸡蛋,胡椒粉]",蒸,咸鲜味,中级掌勺
912,豆腐冬瓜炖,"[冬瓜,豆腐]","[胡萝卜,胡椒粉,鸡精,西芹,大葱,生姜,大蒜,花生油,八角,花椒,盐]",炖,咸鲜味,初级入门
913,蜜汁叉烧,[猪肉],"[花生油,蚝油,酱油,白糖,料酒,盐,生姜,大葱,大蒜]",烧,甜味,初级入门
914,炒莲藕片,[莲藕],"[盐,花生油,大葱,辣椒,大蒜,酱油]",炒,家常味,未知
915,竹笋焖肉,"[竹笋,猪肉]","[大蒜,干辣椒,盐,酒酿,鸡精,酱油,青椒,胡萝卜]",炒,家常味,未知
916,红烧带鱼,[带鱼],"[盐,大葱,生姜,大蒜,干辣椒,料酒,酱油,醋,淀粉,白糖,花生油]",烧,香辣味,初中水平
917,凉拌海带,[海带],"[盐,酱油,醋,大蒜,白糖,花生油,芝麻,辣椒,香菜,大葱]",煮,咸鲜味,新手尝试
918,牛肉炒芹菜,"[牛肉,芹菜]","[辣椒,淀粉,酱油,盐,花生油,料酒]",炒,香辣味,未知
919,兰州牛肉面,"[面条,牛肉]","[生姜,蒜苗,香菜,大蒜,盐,鸡精,白萝卜]",炖,香辣味,高级厨师
920,甜椒古老肉,"[猪肉,甜椒]","[花生油,盐,番茄酱,白糖,淀粉,小麦面粉,小葱,料酒]",白糖蘸,酸甜味,初级入门
921,炒田螺,[田螺],"[花生油,盐,生姜,干辣椒,豆瓣酱,大蒜,鸡精]",炒,香辣味,新手尝试
922,凉拌鸡丝,[鸡肉],"[大葱,生姜,香菜,胡萝卜,黑木耳,辣椒,花生,料酒,辣椒粉,盐,白糖,花生油,胡椒粉]",煮,麻辣味,初级入门
923,辣炒田螺,[田螺],"[花生油,甜椒,干辣椒,大葱,生姜,大蒜,盐,胡椒粉,豆瓣酱]",炒,香辣味,新手尝试
924,肉夹馍,"[猪肉,小麦面粉]","[花生油,盐,辣椒,桂皮,八角,生姜,花椒,鸡精,酱油,大葱,干酵母]",卤,咸鲜味,厨神级
925,自制开胃凉粉,[小麦面粉],"[淀粉,黄瓜,小葱,大蒜,泡椒,醋,酱油,盐,辣椒油]",拌,酸辣味,初级入门
926,土豆烧牛肉,"[牛肉,土豆]","[花生油,大葱,盐,小葱,大蒜,干辣椒,白糖,生姜,酱油,蚝油,豆瓣酱]",炖,酱香味,初级入门
927,金针菇肉丸,"[金针菇,猪肉]","[花椒,花生油,鸡蛋,辣椒,大蒜,芝麻,大葱,生姜,香菜,盐]",煮,麻辣味,初级入门
928,黑椒煎鸡肉,[鸡肉],"[盐,孜然,花椒,胡椒粉,姜黄,大葱,生姜,大蒜,花生油]",煎,黑椒味,初级入门
929,山药烧鸭腿,"[鸭腿,山药]","[花生油,盐,酱油,小葱,大蒜,生姜,八角,辣椒]",烧,家常味,初中水平
930,铁锅炖鸡,[鸡肉],"[生姜,酒酿,盐,鸡精,白糖,酱油,花生油,花椒]",炖,咸鲜味,初级入门
931,红烧肉,[猪肉],"[盐,香叶,桂皮,冰糖,酱油,料酒,大蒜,生姜,小葱,八角,花生油,淀粉]",烧,酱香味,初级入门
932,意大利脆皮猪肉,[猪肉],"[花生油,茴香籽,干辣椒,花椒,柠檬,迷迭香,盐,胡椒,大蒜]",烤,咸鲜味,高级厨师
